429467616.000000	1.377988	2.491787	-0.003471	0.000000
429467621.000000	1.418682	2.501968	0.001615	0.000000
429467640.000000	1.428856	2.756482	-0.003471	0.000000
429467661.000000	1.388162	3.021177	-0.003471	0.000000
429467681.000000	1.372901	3.270601	-0.003471	0.000000
429467701.000000	1.408509	3.275691	0.001615	0.000000
429467720.000000	1.418682	3.591289	-0.003471	0.000000
429467740.000000	1.388162	3.937428	-0.003471	0.000000
429467760.000000	1.372901	4.079956	-0.003471	0.000000
429467780.000000	1.372901	4.186852	-0.003471	0.000000
429467801.000000	1.408509	4.319200	-0.003471	0.000000
429467820.000000	1.423769	4.405734	-0.003471	0.000000
429467841.000000	1.377988	4.471908	-0.003471	0.000000
429467861.000000	1.423769	4.492269	0.001615	0.000000
429467881.000000	1.372901	4.487179	-0.003471	0.000000
429467901.000000	1.403422	4.446457	0.001615	0.000000
429467920.000000	1.418682	4.390464	-0.003471	0.000000
429467940.000000	1.423769	4.288658	-0.003471	0.000000
429467960.000000	1.398335	4.166491	-0.003471	0.000000
429467980.000000	1.372901	4.023963	-0.003471	0.000000
429468000.000000	1.423769	3.789810	-0.003471	0.000000
429468020.000000	1.423769	3.632011	-0.003471	0.000000
429468040.000000	1.423769	3.433490	0.001615	0.000000
429468060.000000	1.398335	3.194247	-0.003471	0.000000
429468080.000000	1.377988	2.944823	-0.003471	0.000000
429468101.000000	1.403422	2.720850	-0.003471	0.000000
429468120.000000	1.418682	2.486697	-0.008556	0.000000
429468141.000000	1.408509	2.211822	-0.003471	0.000000
429468160.000000	1.393249	1.982759	-0.003471	0.000000
429468181.000000	1.377988	1.738425	0.001615	0.000000
429468200.000000	1.398335	1.519543	0.001615	0.000000
429468221.000000	1.418682	1.300661	-0.003471	0.000000
429468240.000000	1.423769	1.122501	-0.003471	0.000000
429468260.000000	1.398335	0.949431	0.001615	0.000000
429468281.000000	1.408509	0.771271	-0.003471	0.000000
429468301.000000	1.408509	0.679646	0.001615	0.000000
429468321.000000	1.423769	0.588021	0.001615	0.000000
429468342.000000	1.408509	0.532028	-0.003471	0.000000
429468361.000000	1.388162	0.501486	0.001615	0.000000
429468380.000000	1.372901	0.501486	-0.003471	0.000000
429468400.000000	1.383075	0.537118	-0.003471	0.000000
429468420.000000	1.428856	0.598201	0.001615	0.000000
429468441.000000	1.377988	0.725458	-0.003471	0.000000
429468460.000000	1.403422	0.893438	-0.003471	0.000000
429468480.000000	1.383075	0.990153	-0.003471	0.000000
429468500.000000	1.403422	1.153042	-0.003471	0.000000
429468521.000000	1.423769	1.341383	-0.003471	0.000000
429468540.000000	1.413596	1.539904	-0.003471	0.000000
429468560.000000	1.393249	1.774057	-0.003471	0.000000
429468581.000000	1.383075	2.048932	-0.008556	0.000000
429468600.000000	1.383075	2.262724	-0.003471	0.000000
429468621.000000	1.393249	2.588503	-0.003471	0.000000
429468640.000000	1.403422	2.827746	-0.003471	0.000000
429468661.000000	1.372901	3.016087	-0.003471	0.000000
429468681.000000	1.393249	3.346955	-0.003471	0.000000
429468700.000000	1.383075	3.413129	-0.003471	0.000000
429468720.000000	1.413596	3.672733	0.001615	0.000000
429468740.000000	1.418682	3.886525	-0.003471	0.000000
429468760.000000	1.377988	4.079956	-0.003471	0.000000
429468781.000000	1.377988	4.217394	-0.003471	0.000000
429468802.000000	1.408509	4.268297	-0.003471	0.000000
429468820.000000	1.413596	4.395554	-0.003471	0.000000
429468841.000000	1.408509	4.466818	0.001615	0.000000
429468861.000000	1.383075	4.487179	-0.003471	0.000000
429468880.000000	1.372901	4.482089	-0.003471	0.000000
429468900.000000	1.398335	4.451547	-0.003471	0.000000
429468920.000000	1.423769	4.385373	-0.003471	0.000000
429468942.000000	1.403422	4.283568	-0.003471	0.000000
429468961.000000	1.398335	4.176672	-0.003471	0.000000
429468980.000000	1.377988	4.008692	-0.003471	0.000000
429469000.000000	1.393249	3.835623	-0.003471	0.000000
429469020.000000	1.418682	3.657463	-0.003471	0.000000
429469040.000000	1.418682	3.433490	-0.003471	0.000000
429469061.000000	1.383075	3.214608	-0.003471	0.000000
429469080.000000	1.372901	2.985545	-0.003471	0.000000
429469101.000000	1.393249	2.715760	-0.003471	0.000000
429469120.000000	1.418682	2.471426	-0.003471	0.000000
429469140.000000	1.423769	2.227092	-0.003471	0.000000
429469161.000000	1.383075	1.992939	-0.003471	0.000000
429469180.000000	1.377988	1.768967	-0.003471	0.000000
429469201.000000	1.403422	1.514453	0.001615	0.000000
429469221.000000	1.377988	1.198855	-0.003471	0.000000
429469240.000000	1.423769	1.137771	-0.003471	0.000000
429469261.000000	1.383075	0.939250	-0.003471	0.000000
429469280.000000	1.377988	0.806903	-0.003471	0.000000
429469300.000000	1.383075	0.689826	0.001615	0.000000
429469321.000000	1.423769	0.588021	-0.003471	0.000000
429469340.000000	1.423769	0.537118	0.001615	0.000000
429469361.000000	1.372901	0.496396	-0.003471	0.000000
429469380.000000	1.377988	0.501486	-0.003471	0.000000
429469401.000000	1.408509	0.542208	-0.003471	0.000000
429469420.000000	1.423769	0.603292	-0.003471	0.000000
429469441.000000	1.398335	0.705097	0.001615	0.000000
429469461.000000	1.372901	0.832354	-0.003471	0.000000
429469480.000000	1.377988	0.959611	-0.003471	0.000000
429469500.000000	1.403422	1.153042	-0.003471	0.000000
429469521.000000	1.423769	1.356654	0.001615	0.000000
429469541.000000	1.413596	1.555175	-0.003471	0.000000
429469560.000000	1.398335	1.768967	0.001615	0.000000
429469580.000000	1.377988	2.023481	0.001615	0.000000
429469600.000000	1.393249	2.272905	-0.003471	0.000000
429469620.000000	1.418682	2.512148	0.001615	0.000000
429469640.000000	1.413596	2.776843	0.001615	0.000000
429469660.000000	1.388162	3.010996	-0.003471	0.000000
429469680.000000	1.377988	3.265511	-0.003471	0.000000
429469701.000000	1.403422	3.489483	-0.003471	0.000000
429469721.000000	1.423769	3.698185	-0.003471	0.000000
429469740.000000	1.418682	3.871255	-0.003471	0.000000
429469760.000000	1.393249	4.034144	-0.003471	0.000000
429469781.000000	1.372901	4.197033	-0.003471	0.000000
429469801.000000	1.413596	4.324290	0.001615	0.000000
429469821.000000	1.423769	4.405734	-0.003471	0.000000
429469840.000000	1.418682	4.461728	-0.003471	0.000000
429469861.000000	1.377988	4.487179	-0.003471	0.000000
429469880.000000	1.377988	4.487179	0.001615	0.000000
429469901.000000	1.393249	4.446457	-0.003471	0.000000
429469920.000000	1.423769	4.375193	-0.003471	0.000000
429469940.000000	1.418682	4.283568	-0.003471	0.000000
429469960.000000	1.393249	4.166491	-0.003471	0.000000
429469980.000000	1.372901	4.013783	-0.003471	0.000000
429470000.000000	1.403422	3.835623	-0.003471	0.000000
429470021.000000	1.428856	3.647282	-0.003471	0.000000
429470040.000000	1.423769	3.290962	0.001615	0.000000
429470060.000000	1.398335	3.234969	-0.003471	0.000000
429470080.000000	1.367815	2.949913	-0.003471	0.000000
429470101.000000	1.403422	2.715760	-0.003471	0.000000
429470121.000000	1.428856	2.466336	0.001615	0.000000
429470140.000000	1.372901	2.222002	0.001615	0.000000
429470160.000000	1.393249	1.906405	-0.003471	0.000000
429470180.000000	1.403422	1.692613	-0.003471	0.000000
429470200.000000	1.388162	1.534814	-0.003471	0.000000
429470220.000000	1.423769	1.310841	-0.003471	0.000000
429470240.000000	1.423769	1.132681	0.001615	0.000000
429470260.000000	1.388162	0.949431	-0.003471	0.000000
429470280.000000	1.377988	0.796722	-0.003471	0.000000
429470300.000000	1.408509	0.679646	-0.003471	0.000000
429470320.000000	1.418682	0.598201	0.001615	0.000000
429470340.000000	1.423769	0.532028	-0.003471	0.000000
429470361.000000	1.383075	0.501486	0.001615	0.000000
429470380.000000	1.377988	0.501486	-0.003471	0.000000
429470401.000000	1.408509	0.537118	-0.003471	0.000000
429470421.000000	1.423769	0.598201	-0.003471	0.000000
429470441.000000	1.377988	0.735639	-0.003471	0.000000
429470460.000000	1.423769	0.908709	-0.003471	0.000000
429470481.000000	1.372901	0.959611	-0.003471	0.000000
