1.418682	0.796722	-0.003471
1.393249	1.112320	0.001615
1.372901	2.715760	-0.003471
1.377988	3.128073	-0.003471
1.398335	3.178976	-0.003471
1.393249	3.530205	-0.003471
1.403422	3.682914	-0.003471
1.377988	3.886525	-0.003471
1.383075	4.049415	-0.003471
1.403422	4.191943	0.001615
1.418682	4.314109	-0.003471
1.383075	4.410825	-0.003471
1.393249	4.456637	-0.003471
1.377988	4.492269	-0.003471
1.408509	4.487179	-0.003471
1.423769	4.451547	-0.003471
1.408509	4.385373	-0.003471
1.372901	4.283568	-0.003471
1.377988	4.166491	-0.003471
1.418682	4.013783	-0.003471
1.428856	3.830532	-0.003471
1.393249	3.626921	-0.003471
1.372901	3.423309	-0.003471
1.383075	3.199337	-0.003471
1.413596	2.939732	-0.003471
1.428856	2.710670	-0.003471
1.403422	2.481607	0.001615
1.388162	2.155828	-0.003471
1.377988	1.845321	0.001615
1.408509	1.758786	-0.008556
1.423769	1.509362	-0.003471
1.413596	1.315931	-0.003471
1.372901	1.112320	-0.003471
1.372901	0.949431	-0.003471
1.418682	0.801813	-0.003471
1.418682	0.674556	0.001615
1.403422	0.588021	-0.003471
1.383075	0.532028	-0.003471
1.398335	0.501486	-0.003471
1.403422	0.501486	-0.003471
1.423769	0.537118	-0.003471
1.403422	0.603292	0.001615
1.383075	0.689826	-0.008556
1.377988	0.827264	-0.003471
1.413596	0.979973	-0.003471
1.423769	1.142862	-0.003471
1.403422	1.326112	-0.003471
1.383075	1.544994	-0.003471
1.377988	1.784238	-0.003471
1.408509	2.013300	-0.003471
1.383075	2.349259	-0.003471
1.393249	2.725940	-0.003471
1.372901	2.766663	-0.003471
1.377988	2.990635	-0.003471
1.413596	3.255330	-0.003471
1.423769	3.479303	0.001615
1.398335	3.693095	-0.003471
1.383075	3.866164	-0.003471
1.383075	4.054505	-0.003471
1.408509	4.197033	0.001615
1.423769	4.314109	-0.003471
1.398335	4.405734	-0.003471
1.372901	4.461728	-0.003471
1.388162	4.487179	-0.003471
1.408509	4.482089	-0.003471
1.423769	4.456637	-0.003471
1.398335	4.380283	-0.003471
1.377988	4.283568	0.001615
1.423769	4.110498	-0.008556
1.377988	3.871255	-0.003471
1.423769	3.845803	-0.003471
1.372901	3.576018	-0.003471
1.377988	3.367316	-0.003471
1.393249	3.204427	0.001615
1.403422	2.970274	0.001615
1.428856	2.720850	-0.003471
1.403422	2.471426	0.001615
1.383075	2.216912	-0.003471
1.377988	1.992939	-0.003471
1.418682	1.743515	-0.003471
1.423769	1.534814	-0.003471
1.413596	1.163223	-0.003471
1.372901	1.127591	-0.003471
1.377988	0.964702	0.001615
1.408509	0.801813	0.001615
1.423769	0.679646	-0.003471
1.423769	0.542208	-0.003471
1.383075	0.537118	-0.003471
1.367815	0.501486	-0.003471
1.418682	0.501486	0.001615
1.418682	0.532028	-0.003471
1.398335	0.598201	0.001615
1.377988	0.700007	-0.003471
1.383075	0.817083	0.001615
1.413596	0.959611	-0.003471
1.423769	1.142862	0.001615
1.403422	1.336293	-0.003471
1.377988	1.550085	-0.003471
1.383075	1.784238	-0.003471
1.423769	2.018391	-0.003471
1.418682	2.277995	0.001615
1.393249	2.512148	-0.003471
1.383075	2.751392	-0.008556
1.377988	3.005906	-0.003471
1.372901	3.214608	-0.003471
1.418682	3.433490	-0.003471
1.398335	3.698185	-0.003471
1.413596	3.901796	0.001615
1.377988	4.018873	-0.003471
1.403422	4.191943	-0.003471
1.418682	4.319200	-0.003471
1.413596	4.441366	-0.008556
1.372901	4.461728	-0.003471
1.377988	4.487179	-0.003471
1.413596	4.487179	-0.003471
1.423769	4.446457	-0.003471
1.398335	4.385373	-0.003471
1.383075	4.288658	-0.003471
1.383075	4.156311	-0.003471
1.408509	4.018873	-0.003471
1.423769	3.835623	0.001615
1.408509	3.632011	-0.003471
1.372901	3.428400	-0.003471
1.377988	3.199337	-0.003471
1.418682	2.955003	-0.003471
1.423769	2.731031	-0.003471
1.393249	2.466336	-0.003471
1.372901	2.237273	-0.003471
1.377988	1.982759	0.001615
1.408509	1.753696	-0.003471
1.423769	1.514453	0.001615
1.403422	1.300661	-0.003471
1.377988	1.117410	-0.008556
1.383075	0.934160	0.001615
1.418682	0.801813	-0.008556
1.418682	0.684736	0.001615
1.377988	0.577840	-0.003471
1.388162	0.532028	-0.003471
1.377988	0.496396	0.001615
1.413596	0.501486	-0.003471
1.423769	0.537118	0.001615
1.408509	0.593111	0.001615
1.367815	0.700007	-0.003471
1.383075	0.806903	-0.003471
1.403422	0.959611	-0.003471
1.433943	1.142862	0.001615
1.388162	1.346473	-0.003471
1.388162	1.519543	-0.003471
1.393249	1.789328	-0.003471
1.428856	2.018391	0.001615
1.418682	2.252544	-0.003471
1.398335	2.522329	-0.003471
1.388162	2.751392	-0.003471
1.383075	3.031358	-0.003471
1.413596	3.260420	-0.003471
1.418682	3.474212	-0.003471
1.398335	3.698185	-0.003471
1.367815	3.632011	-0.003471
1.388162	3.967970	-0.003471
1.398335	4.186852	-0.003471
1.428856	4.314109	-0.003471
1.398335	4.400644	-0.003471
1.377988	4.461728	-0.003471
1.377988	4.487179	-0.003471
1.413596	4.487179	-0.003471
1.423769	4.446457	-0.003471
1.418682	4.390464	0.001615
1.388162	4.263207	-0.003471
1.383075	4.156311	-0.003471
1.423769	4.008692	-0.003471
1.418682	3.830532	-0.003471
1.388162	3.632011	-0.003471
1.383075	3.433490	-0.003471
1.383075	3.189156	-0.003471
1.423769	2.934642	-0.003471
1.428856	2.731031	0.001615
1.393249	2.456155	-0.003471
1.367815	2.216912	-0.003471
1.383075	1.972578	-0.003471
1.413596	1.753696	-0.003471
1.423769	1.534814	-0.003471
1.403422	1.315931	-0.003471
1.383075	1.122501	-0.003471
1.393249	0.939250	-0.003471
1.418682	0.791632	-0.003471
1.418682	0.679646	-0.003471
1.403422	0.593111	-0.003471
1.377988	0.532028	0.001615
1.383075	0.506576	-0.003471
1.413596	0.501486	0.001615
1.423769	0.542208	-0.003471
1.398335	0.603292	-0.003471
1.383075	0.684736	-0.003471
1.383075	0.822174	-0.003471
1.418682	0.979973	-0.003471
1.423769	1.142862	-0.003471
1.408509	1.326112	-0.003471
1.377988	1.550085	-0.003471
1.377988	1.768967	-0.003471
1.403422	1.998030	-0.003471
1.418682	2.257634	0.001615
1.408509	2.374711	-0.003471
1.398335	2.812475	-0.003471
1.423769	3.072080	-0.003471
1.418682	3.224788	-0.003471
1.418682	3.469122	0.001615
1.418682	3.677824	0.001615
1.372901	3.871255	-0.003471
1.377988	4.054505	0.001615
1.423769	4.202123	0.001615
1.413596	4.319200	0.001615
1.398335	4.405734	0.001615
1.388162	4.456637	-0.003471
1.377988	4.487179	-0.003471
1.418682	4.482089	-0.003471
1.423769	4.451547	0.001615
1.418682	4.390464	-0.003471
1.377988	4.283568	-0.003471
1.383075	4.156311	0.001615
1.423769	4.013783	-0.003471
1.428856	3.840713	-0.003471
1.408509	3.632011	0.001615
1.372901	3.423309	-0.003471
1.388162	3.199337	-0.003471
1.408509	2.975364	0.001615
1.423769	2.731031	-0.003471
1.403422	2.471426	-0.003471
1.377988	2.201641	-0.003471
1.383075	1.972578	-0.003471
1.408509	1.758786	-0.003471
1.418682	1.509362	0.001615
1.398335	1.305751	-0.003471
1.383075	1.112320	-0.003471
1.377988	0.949431	-0.003471
1.403422	0.811993	-0.003471
1.388162	0.649104	-0.003471
1.423769	0.567660	-0.003471
1.383075	0.542208	0.001615
1.383075	0.501486	-0.003471
1.428856	0.501486	0.001615
1.428856	0.532028	-0.003471
1.398335	0.598201	-0.003471
1.377988	0.689826	-0.003471
1.403422	0.827264	-0.003471
1.413596	0.974882	0.001615
1.428856	1.147952	-0.003471
1.398335	1.336293	-0.003471
1.372901	1.463550	-0.003471
1.377988	1.738425	0.001615
1.408509	2.023481	-0.003471
1.423769	2.262724	0.001615
1.408509	2.522329	-0.003471
1.372901	2.761572	0.001615
